Asset,Work Order,Description Line 1,Description Line 2
"133  -133 - 7 Plex, Built 1983","WO- 2,216",No heat.," Checked zone and boiler,  Heat going through!  Increased boiler temp. to 190"
"133  -133 - 7 Plex, Built 1983","WO- 2,557","No heat, tenant thinks boiler might be off next door.", Reset burner control box in B and tested.
"136  -136 - 4 Plex, Built 1983",WO- 538,No heat., Check and loosen sticky motor on zone valve and tested.
"138  -138 - 4 Plex, Built 1983",WO- 12,No heat.," Zone valve was stuck, opened normally."
"138  -138 - 4 Plex, Built 1983","WO- 1,998",No heat in unit., Zone valves was stuck so opened manually
"138  -138 - 4 Plex, Built 1983","WO- 2,068",No heat in unit.,Replaced Zone Valve and Auto Vent
"140  -140 - 7 Plex, Built 1983",WO- 119,No heat.," Checked heating, air locked in system, released air and tested."
"140  -140 - 7 Plex, Built 1983","WO- 2,459",No heat in unit.," Went to unit, not much heat, found zone valve that was not wined, hooked it up and heat started flowing."
"141  -141 - 7 Plex, Built 1983",WO- 141,No heat.," Checked heating, pressurized boiler and tested."
"144  -144 - 7 Plex, Built 1983","WO- 1,758",No heat.," Checked boiler, pressed reset button but wouldn't fire, pressure was loose, went to shop to grab glycol pump and glycol, added glycol and primed fuel pump, boiler started."
"146  -146 - 2 Storey, Duplex, Built 1985","WO- 1,783",No heat.,
"146  -146 - 2 Storey, Duplex, Built 1985","WO- 2,037",No heat in unit.,"Burner was on reset, manually turned air damper and burner turned on, w/o sent to Inukshuk on 2nd call."
"146  -146 - 2 Storey, Duplex, Built 1985","WO- 2,046",Trouble with burner., handed to Dean
"146  -146 - 2 Storey, Duplex, Built 1985","WO- 2,074",Was told the furnace needs glycol.," Boiler was low on glycol, added glycol to boiler"
"146  -146 - 2 Storey, Duplex, Built 1985","WO- 2,079","After hours call out, no domestic water.","CBHA was installing new water pump hand to trace wiring and rewired water pump for it to work,"
"147  -147 - 2 Storey, Duplex, Built 1985",WO- 132,M&I 6521-410-005- Mould remediation.," Threaded black piping on boiler, piping on supply and reburn were all leaking and rusted out, replaced all piping and controls on boiler, also added new radiabibn to main floor due to damaged radiation."
"147  -147 - 2 Storey, Duplex, Built 1985",WO- 193,Change thermostat., Changed thermostat on heating system for main floor zone.
"147  -147 - 2 Storey, Duplex, Built 1985",WO- 395,Materials used for 7A Kullik, Completed
"147  -147 - 2 Storey, Duplex, Built 1985","WO- 1,901",No Heat, Tenant had no heat.  No pressure on boiler.  We added 2 gallons of glycol was needed
"148  -148 - 2 Storey, Duplex, Built 1985","WO- 2,196",No heat in unit.," Tenant called saying house was frozen so went to check it out, boiler was off due to low water, topped up glycol and restated boiler, was in good working order."
"150  -150 - 2 Storey, Duplex, Built 1985",WO- 650,Fuel leak in boiler room., Check and tighten all fittings around burner.
"150  -150 - 2 Storey, Duplex, Built 1985",WO- 788,No heat.,".Got to unit and noticed the valve for fuel tank was shut off, turned on and went inside to put boiler on, boiler started after pushing reset button and waited for boiler to heat up."
"152  -152 - 4 Plex, Built 1986","WO- 2,007",No heat., Checked an closed by-pass valve that shouldn't have been open and checked for heat.
"152  -152 - 4 Plex, Built 1986","WO- 2,028",No heat.," Checked boiler room, zone valve for unit 152 was stuck closed. Opened mannually and heat started pulling through. May need a certified OBM to look at as having problems with heating."
"152  -152 - 4 Plex, Built 1986","WO- 2,095",No heat in unit.," Tested zone's in boiler room, all working normally."
"152  -152 - 4 Plex, Built 1986","WO- 2,104",No heat, Checked & bleed all air vents & checked for heat
"154  -154 - 4 Plex, Built 1986",WO- 59,Furnace can't go on., Bled auto vents in unit and checked for heat.
"156  -156 - 4 Plex, Built 1986",WO- 335,No heat and stove not going on.," Checked and loosen sticky motor on zone and tested, checked range, found faulty 30amp breaker, will need tan electrician to replace breaker for stove on Monday,"
"156  -156 - 4 Plex, Built 1986",WO- 436,No heat.,Air lock.
"156  -156 - 4 Plex, Built 1986",WO- 555,No heat., Replaced faulty zone valve and tested.
"157  -157 - 4 Plex, Built 1986",WO- 114,No heat., Bled all vents in mechanical room and tested.
"157  -157 - 4 Plex, Built 1986","WO- 2,064",No heat in unit.,
"157  -157 - 4 Plex, Built 1986","WO- 2,354",No heat.," Checked boiler room, only unit C had no heat so opened zone valve manually heat pushed through."
"157  -157 - 4 Plex, Built 1986","WO- 2,567",No heat in unit.," Checked heating system, boilers are ok, released air lock and checked for heat."
"157  -157 - 4 Plex, Built 1986","WO- 2,860",No heat in unit.," Manually opened zone valve and tested with thermostat, boiler pressure and temperathre was ok."
"157  -157 - 4 Plex, Built 1986","WO- 2,962",No heat in unit.,
"158  -158 - 4 Plex, Built 1986",WO- 112,No heat., Released all air from vents in mechanical room and checked for heat.
"158  -158 - 4 Plex, Built 1986","WO- 1,951",No heat., Released air lock in mechanical room and checked for heat.
"161  -161 - 2 Storey, Detached, Re-built 1987",WO- 4,"Check heating, says the furnace is on but no heat coming out vents.", Air lock.
"161  -161 - 2 Storey, Detached, Re-built 1987",WO- 128,No heat., Added glycol to boiler and opened zone valves.
"161  -161 - 2 Storey, Detached, Re-built 1987",WO- 297,"Check heating, keeps getting cold in unit."," Zone valve was stuck, opened manually,"
"161  -161 - 2 Storey, Detached, Re-built 1987",WO- 306,No heat., Replaced zone valve burt needed an electrican to re-wire 2 zones.
"161  -161 - 2 Storey, Detached, Re-built 1987",WO- 308,No control overheat.,"Had to get electrician into solve and repair electrical problem on boiler 2, had to replace leaking gauge on boiler and replace relieve valve also installed pet cock and new auto vent, had to repair crack on sewer tank also had to install new shower water and new shower heat, tested float as well."
"161  -161 - 2 Storey, Detached, Re-built 1987","WO- 1,703","Drain drip leg, replace parts if necessary", Removed the drip leg from the fuel tank  -Drained the drip leg  Re-installed the drip leg on the fuel tank
"161  -161 - 2 Storey, Detached, Re-built 1987","WO- 1,902",Furnace keeps shutting off, Checked and adjusted fire and tested.
"161  -161 - 2 Storey, Detached, Re-built 1987","WO- 2,277",No heat., Released air lock from boiler.
"162  -162 - 2 Storey, Detached, Built 1985","WO- 2,063","Check furnace, can't warm up in unit.",
"163  -163 - 2 Storey, Detached, Built 1985","WO- 1,737","Drain drip leg, replace parts if necessary", Removed and drain the drip leg from the fuel tank  Re-installed the same
"163  -163 - 2 Storey, Detached, Built 1985","WO- 2,405",No heat., Replaced nozzle.
"165  -165 - 4 Plex, Built 1988","WO- 2,263",No Heat, Checked and bled air vents in mechanical room and checked for heat.
"165  -165 - 4 Plex, Built 1988","WO- 2,268","Furnace keeps shutting off, No heat in unit"," Checked and bled vents in mechanical room and tested, checked boiler temperature and pressure."
"165  -165 - 4 Plex, Built 1988","WO- 2,276",No heat, Released air lock from boiler.
"166  -166 - 4 Plex, Built 1988","WO- 2,267",No heat, Checked and bled vents in mechanical room and checked for heat.
"167  -167 - 4 Plex, Built 1988",WO- 292,Put in heating rads.,
"167  -167 - 4 Plex, Built 1988",WO- 328,No heat.," Boiler was low on pressure, added glycol to boiler 1, system was airlocked in 4D, opened auto air vent to loosen the air, glycol pushed through."
"167  -167 - 4 Plex, Built 1988",WO- 334,Unit really hot.," Checked and found loose wire for zone and rewired, tested thermostat."
"167  -167 - 4 Plex, Built 1988","WO- 1,016",No heat.," Went to mechanical room and tried to manually free zone valve and went to unit to bleed air from vents, added glycol to system because it was low, still nothing was flaring, tried shutting other valves to push through, unit D only but still nothing flaring, opened by pass valve and glycol started pushing through, checked unit for heat and it was good."
"167  -167 - 4 Plex, Built 1988","WO- 1,511",No heat., Tennat called for no heat so went to pick up Neal for assistance
"168  -168 - Duplex, Built 1987","WO- 1,086",No heat in unit.,
"168  -168 - Duplex, Built 1987","WO- 1,405",No heat.," Bled all vents in mechanical room and checked for heat, boiler temperature and pressure normal."
"168  -168 - Duplex, Built 1987","WO- 1,459",No heat in unit., Checked and replaced faulty zone valve and tested.
"168  -168 - Duplex, Built 1987","WO- 1,580","Too hot in unit, thermostat on low.",
"168  -168 - Duplex, Built 1987","WO- 1,772",No heat., Release air locked on mech room and check for heat
"168  -168 - Duplex, Built 1987","WO- 2,164",No heat in unit.,"Checked heating system, working normally! Her thermostat was set too low"
"168  -168 - Duplex, Built 1987","WO- 2,204",No heat in unit., Released air locks in mechanical room and checked for heat in both units.
"168  -168 - Duplex, Built 1987","WO- 2,404",No heat., Airlocked.
"168  -168 - Duplex, Built 1987","WO- 2,469","Check heating system, always having trouble with heating.", Air locked
"168  -168 - Duplex, Built 1987","WO- 2,899",Heat not working properly., Loosen sticky motor on zone and tested.
"169  -169 - Duplex, Built 1987","WO- 2,097",Check Furnace/ house is cold," Went to unit to check on heat, glycol was not flowing so got the zone valve going. Glycol started flowing & the unit was now being heated. Neal checked unit, now working"
"170  -170 - 4 Plex, Built 1987",WO- 672,No heat., Checked and loosen sticky zone valve and checked for heat.
"170  -170 - 4 Plex, Built 1987",WO- 795,No heat., Bled all vents in mechanical room and checked for heat.
"170  -170 - 4 Plex, Built 1987","WO- 1,025",No heat.,
"170  -170 - 4 Plex, Built 1987","WO- 1,538",No heat in unit., Loosen stuck motor on zone and tested.
"171  -171 - 4 Plex, Built 1987","WO- 1,952",Hardly any heat in unit.,"Checked both boilers, Pressure & temperature of boilers are normal, Heat going through unit. Mustbe temperature outside"
"171  -171 - 4 Plex, Built 1987","WO- 2,044","Check furnace, tenant says she has to keep her furnace on 80 to keep unit warm."," Checked boilers and tested all zones, everything working normally, advised tenant of temperature outside.(-35)"
"172  -172 - 4 Plex, Built 1987","WO- 2,575",No heat in unit.," Checked heating, loosen sticky motor on zone and tested."
"172  -172 - 4 Plex, Built 1987","WO- 2,880",Furnace can't go on., Air locked
"180  -180 - 2 Storey, Duplex, Built 1989",WO- 675,Furnace can't shut off (upstairs).," Shut zone valve off for upstairs, will need to change zone valve."
"180  -180 - 2 Storey, Duplex, Built 1989","WO- 1,600",No heat in unit.,Completed
"180  -180 - 2 Storey, Duplex, Built 1989","WO- 2,139",No heat.,"Check mech. room, everything looks to be working good. Got tenant to put thermostat up & down to test zone valve & was working good. Checked units heating rads & lots of heat coming out"
"181  -181 - 2 Storey, Duplex, Built 1989","WO- 1,601","Glycol Spill in furnace room, also no hot water.",Completed
"181  -181 - 2 Storey, Duplex, Built 1989","WO- 2,022","Too hot upstairs, tenant says she can't cotrol the heat upstairs.", Loosen sticky motor on zone valve and tested thermostat.
"181  -181 - 2 Storey, Duplex, Built 1989","WO- 2,026",Tenant from this unit says loud bang/noise coming from mechanical room.," Checked boiler and water pump, all working normally."
"181  -181 - 2 Storey, Duplex, Built 1989","WO- 2,089","No heat downstairs, only heat upstairs."," Unit had heat down stairs, but too hot upstairs. Will need to change zone valve for upstairs"
"182  -182 - 7 Plex, Built 1983","WO- 2,145",Buzzing sound coming from furnace room.," See W/O # 2137  Units E, F & G share a Mech. Room!"
"182  -182 - 7 Plex, Built 1983","WO- 2,398",No heat.," Checked heating system, prossurize boiler was to 20psi and tested. (this w/o was handed to me, Randy was on call)"
"183  -183 - 7 Plex, Built 1983","WO- 1,042",Service furnace and boilers,
"183  -183 - 7 Plex, Built 1983","WO- 2,160","Tenant says noise coming from utility room, says it happened yesterday and was checked but starting again."," See W/O # 2137  Units E, F & G Share a Mech. Room!"
"189  -189 - Detached, Re-built 1990","WO- 1,496",Boiler replacement M&I #6522-410-001,
"189  -189 - Detached, Re-built 1990","WO- 1,714","Drain drip leg, replace parts if necessary", Removed the drip leg from the fuel tank and drained the drip leg  Re-installed the drip leg on the fuel tank
"189  -189 - Detached, Re-built 1990","WO- 2,624","Heating vents in rooms and livingroom are off, cold in unit."," Checked boiler, isolate air lock and checked for heat, temperature and pressure normal."
"191  -191 - Duplex, Built 1991","WO- 1,445",No heat.,
"197  -197 - 3 Plex, Built 1991","WO- 2,170",Strong fuel smell in unit.," Checked unit, Also checked fuel tanks outside. No leaks or smell!  Smell may have been from sewage when they get pumped out (Frozen vent on roof)"
"202  -202 - 2 Storey, Detached, Built 1991","WO- 1,513",No heat.," Discovered frozen drip leg, we removed the drip leg and fittings and properly installed new valve on the horizontal."
"204  -204 - 4 Plex, Built 1992",WO- 956,No heat in unit.,
"205  -205 - 4 Plex, Built 1992","WO- 2,751",No heat.," Picked up Larry, put glycol, bled rads for unit."
"205  -205 - 4 Plex, Built 1992","WO- 2,947",NO heat.,Air locked.
